,clustering,degree,degree_centrality,closeness_centrality,betweenness_centrality,pagerank
0,0.8128654970760234,19,0.013286713286713287,0.37730870712401055,7.29166279336907e-06,0.0003528624084113357
1,0.5851063829787234,48,0.033566433566433566,0.41533546325878595,6.621708857696103e-05,0.0005416975386447454
2,0.18699702482563527,203,0.14195804195804196,0.48822123591669514,0.004938459944708977,0.0019912280872486747
3,0.2,11,0.007692307692307693,0.38617337294085874,0.0006950993773893809,0.00036147491038063777
4,0.46153846153846156,79,0.05524475524475524,0.43465045592705165,0.0002222798699458357,0.0008079525461698256
5,0.0,3,0.002097902097902098,0.32522174209688426,0.00046622922256414574,0.00021241904715269997
6,0.36231884057971014,70,0.04895104895104895,0.4309825195901145,0.0001715237554526709,0.0007281656726232747
7,0.20648611350698637,187,0.13076923076923078,0.4855687606112054,0.003557822945015687,0.0018224653385030096
8,0.47286047286047284,78,0.05454545454545454,0.4338592233009709,0.00018202911634451383,0.0007974997246938114
9,0.0,3,0.002097902097902098,0.32522174209688426,0.00046622922256414574,0.00021241904715269997
10,0.0,2,0.0013986013986013986,0.32566613527670235,1.362628196060855e-06,0.00012876826770395966
11,0.3333333333333333,7,0.0048951048951048955,0.3806228373702422,0.00011017824251576355,0.000211447609057068
12,0.0,1,0.0006993006993006993,0.2585895117540687,0.0,0.00014930309536076403
13,0.0,2,0.0013986013986013986,0.30386740331491713,2.2897009270513016e-07,0.00013737288336986708
14,0.3313291139240506,80,0.055944055944055944,0.4081050228310502,0.00014223753651242878,0.0007425592995159649
15,0.23465289730349972,84,0.05874125874125874,0.4620355411954766,0.0054579965562553245,0.0009600820371187191
16,0.0,1,0.0006993006993006993,0.32775613110245244,0.0,0.00011427330175670753
17,0.8362573099415205,19,0.013286713286713287,0.3800159447249535,1.2053838468665581e-05,0.00034455568353727477
18,0.36231884057971014,70,0.04895104895104895,0.4309825195901145,0.0001715237554526709,0.0007281656726232747
19,0.260749914000688,171,0.11958041958041958,0.48148148148148145,0.0030392144992302584,0.001674323384642669
20,0.47286047286047284,78,0.05454545454545454,0.4338592233009709,0.00018202911634451383,0.0007974997246938114
21,0.3333333333333333,3,0.002097902097902098,0.3485254691689008,1.074145623275039e-06,0.00014160239848467614
22,0.1867816091954023,88,0.06153846153846154,0.45353631462099586,0.0006632749472404577,0.0008608964405039526
23,0.6,6,0.004195804195804196,0.31976744186046513,1.3139675179961972e-06,0.00016070083092099204
24,0.31002057008521894,83,0.05804195804195804,0.436908035441491,0.0008170815919163974,0.0007753113877630251
25,0.14239705544053372,162,0.11328671328671329,0.4629329880220136,0.01243785877126757,0.0024660006190274637
26,0.27489481065918653,93,0.06503496503496503,0.42320213080793134,0.0010128213986447963,0.0008880615323603382
27,0.0,2,0.0013986013986013986,0.3253697383390216,1.1444497148448601e-05,0.00013649814062927386
28,0.3358305863550095,142,0.0993006993006993,0.47429519071310117,0.0010275640604820785,0.0013574364293355786
29,0.35909342177998893,135,0.0944055944055944,0.47319655857048315,0.000684405644780695,0.0012752121463742757
30,0.8,15,0.01048951048951049,0.3637751208343933,4.6541840425532477e-07,0.00023996565875102386
31,0.6233766233766234,22,0.015384615384615385,0.40903890160183065,0.00022081479564239559,0.000382127981006111
32,0.0,4,0.002797202797202797,0.33224907063197023,2.277311209058982e-07,0.00014378646898521863
33,0.43169636389975374,118,0.08251748251748252,0.45686900958466453,0.002295716594189343,0.0012569602971560254
34,0.5909090909090909,12,0.008391608391608392,0.36989136057941024,1.4412811751515358e-05,0.0002503352728318813
35,0.5777777777777777,10,0.006993006993006993,0.3522167487684729,0.00015305922682466304,0.00024907188134210527
36,0.0,2,0.0013986013986013986,0.3343465045592705,7.680489416157681e-07,0.00013270712816976845
37,0.0,2,0.0013986013986013986,0.2824970367443698,3.2951981975285333e-06,0.00016886027071313795
38,0.6458036984352774,38,0.026573426573426574,0.4013471793432501,6.912642646359062e-06,0.00043525508149997464
39,0.1543424317617866,156,0.10909090909090909,0.4683917458237799,0.012631694985145355,0.00209673093013448
40,0.0,2,0.0013986013986013986,0.3343465045592705,7.680489416157681e-07,0.00013270712816976845
41,0.3333333333333333,7,0.0048951048951048955,0.3806228373702422,0.00011017824251576355,0.000211447609057068
42,0.044668008048289735,71,0.04965034965034965,0.4054437198752481,0.004919610103978129,0.001202170768143675
43,0.10477228682170543,129,0.09020979020979021,0.4454828660436137,0.0024382077664644995,0.0017614472108883805
44,0.127170582226762,89,0.062237762237762236,0.4254686105325796,0.0011735374462717935,0.0009270878121692755
45,0.7777777777777778,10,0.006993006993006993,0.35152409046214356,7.610743285389729e-08,0.00022836328837148504
46,0.4123417721518987,80,0.055944055944055944,0.4516740366392925,0.0006167993158910058,0.000841583610654596
47,0.0,7,0.0048951048951048955,0.3253697383390216,7.174557972171396e-07,0.00017285390188072724
48,0.40439626618488406,82,0.057342657342657345,0.45281823939202026,0.0006618136005674757,0.0008577403343464443
49,0.2559322033898305,60,0.04195804195804196,0.4141326382855488,0.0009583357821035568,0.0006716244249570348
50,0.2537344834841153,98,0.06853146853146853,0.42382928275044457,0.0016611627106190893,0.0009455979520830283
51,0.0,1,0.0006993006993006993,0.28474711270410197,0.0,0.00011924835766973065
52,0.36231884057971014,70,0.04895104895104895,0.4309825195901145,0.0001715237554526709,0.0007281656726232747
53,0.5909090909090909,12,0.008391608391608392,0.36989136057941024,1.4412811751515358e-05,0.0002503352728318813
54,0.06554621848739496,35,0.024475524475524476,0.3902838427947598,0.0010671603869855332,0.0005006100923893708
55,0.19000691562932226,241,0.16853146853146853,0.5070921985815603,0.018558759237456843,0.002851521495482433
56,0.7222222222222222,9,0.006293706293706293,0.350576121598431,7.610743285389729e-08,0.00020459058891635174
57,0.0,3,0.002097902097902098,0.3132530120481928,4.5085064044007484e-07,0.000146835679094456
58,0.0,1,0.0006993006993006993,0.2292033979804456,0.0,0.00021512229652281524
59,0.0,3,0.002097902097902098,0.3438326520798269,2.8124325498102185e-06,0.00013591315383651878
60,0.2296378010663725,148,0.1034965034965035,0.47587354409317806,0.0024657722856907902,0.0014647411356273202
61,0.0,1,0.0006993006993006993,0.24037653387123886,0.0,0.000192168966619514
62,0.35714285714285715,8,0.005594405594405594,0.36874677668901495,0.0029546790866397075,0.00039979428111404564
63,0.15675552517657781,133,0.09300699300699301,0.44603867747972553,0.002438372849111973,0.0018066256298758087
64,0.7636363636363637,11,0.007692307692307693,0.36960454897906436,1.21648457377634e-07,0.0001922198226560252
65,0.0,1,0.0006993006993006993,0.2797886910585013,0.0,0.0001285945023901438
66,0.12418300653594772,18,0.012587412587412587,0.3739539748953975,0.00014317580152639506,0.0003301515358950255
67,0.0,2,0.0013986013986013986,0.32566613527670235,2.1384741096944398e-07,0.00012508538144668228
68,0.5494505494505495,14,0.009790209790209791,0.3799149840595112,0.0007031700289004555,0.0003141051624138793
69,0.0,1,0.0006993006993006993,0.3045793397231097,0.0,0.0001141972963892146
70,0.12121212121212122,22,0.015384615384615385,0.3874288810620428,0.0017073607098690197,0.0004367865388441324
72,0.4,56,0.039160839160839164,0.45614035087719296,0.0003042239644850413,0.0006101614432015549
73,1.0,2,0.0013986013986013986,0.29822732012513037,0.0,0.0001314415444956229
74,0.1,5,0.0034965034965034965,0.3719115734720416,5.415744892953047e-06,0.00015767756431626353
75,0.5955882352941176,17,0.011888111888111888,0.3925336261323085,1.0265460691776035e-06,0.00023391989010591207
76,0.30303030303030304,12,0.008391608391608392,0.40168539325842695,3.1612982057314065e-05,0.000237681701029037
77,0.4,6,0.004195804195804196,0.37268699504821473,0.00012605178412597998,0.00022425763112688402
78,0.0,6,0.004195804195804196,0.3466666666666667,2.684772389406523e-05,0.00019900006191541186
79,0.5268419104035542,74,0.05174825174825175,0.4401354262850108,0.00017233628276082204,0.00075293653806547
80,0.21794871794871795,13,0.00909090909090909,0.3762167850565641,6.550460067450954e-06,0.00021387992663702288
81,0.3076923076923077,39,0.02727272727272727,0.3935057787561915,0.00025281738724794727,0.0004913651656810559
82,0.2692307692307692,13,0.00909090909090909,0.41174776849985606,3.495473417244899e-05,0.00024537922937559187
83,0.0,2,0.0013986013986013986,0.2971737323358271,3.3283184381331613e-05,0.00020151475501574594
84,0.0,1,0.0006993006993006993,0.30562085915793974,0.0,0.0001143636603205999
85,0.301010101010101,45,0.03146853146853147,0.43878490334458425,0.0007822281781556064,0.0005613948653064267
86,0.23133511673151752,257,0.1797202797202797,0.5138339920948617,0.007210751531863478,0.002287500792124249
87,0.25905255464753174,174,0.12167832167832168,0.4752409438351612,0.002673769916862414,0.0016809805830478451
88,0.22349726775956283,61,0.04265734265734266,0.4440993788819876,0.0006004282821041221,0.0006621905635925972
89,0.44238883479389807,79,0.05524475524475524,0.4351795496043822,0.00015543652251349857,0.0007452461667505988
90,0.31514464594127806,193,0.13496503496503495,0.46993098915543874,0.0014990270098003905,0.0016952483551128362
91,0.24956822107081175,193,0.13496503496503495,0.4674730304020922,0.003867748253411698,0.0017316286582521937
92,0.08088235294117647,17,0.011888111888111888,0.4010095344924285,0.00011422061803709795,0.00029605006147199493
93,0.3333333333333333,3,0.002097902097902098,0.3363123236124177,1.6888436199211808e-07,0.00013039007714671797
94,0.30379168570123344,199,0.13916083916083916,0.48067226890756304,0.002477352917048942,0.0017361098393708914
95,0.3135011441647597,115,0.08041958041958042,0.4664057403783431,0.0015446405579516095,0.0011306500654089551
96,0.28993548387096774,125,0.08741258741258741,0.47762191048764197,0.0012589689048441827,0.001189152324308463
97,0.4095238095238095,15,0.01048951048951049,0.3930731170973062,0.00023384158768002456,0.00026373847834651535
98,0.3438320209973753,127,0.08881118881118881,0.4562858966177409,0.0009220184962819474,0.0011505680282064184
99,0.3099052540913006,216,0.15104895104895105,0.5044091710758377,0.003251811042868251,0.0018365793770382293
100,0.20577734501785136,79,0.05524475524475524,0.4662536680795566,0.0005466129834104039,0.000786142451654616
101,0.2025320364366219,255,0.17832167832167833,0.5158730158730159,0.0036437347495988743,0.002264899751058892
102,0.48717948717948717,13,0.00909090909090909,0.3693181818181818,2.449881520360178e-05,0.00022798422273216383
103,0.0,1,0.0006993006993006993,0.30277366080880797,0.0,0.00012211812350041812
104,0.2708702791461412,175,0.12237762237762238,0.5005250262513126,0.002911975704164873,0.00159659580041153
105,0.1852134793311264,154,0.1076923076923077,0.48738922972051807,0.0040840482374369744,0.0014626288307304795
106,0.13208649912331968,59,0.04125874125874126,0.43007518796992483,0.004221355309892267,0.0009156362839460423
107,0.3733821733821734,91,0.06363636363636363,0.4503937007874016,0.0012181828290546003,0.0009160580025198601
108,0.19073220686123912,217,0.15174825174825174,0.49480968858131485,0.005118327371303135,0.0020753604704205385
109,0.19852941176470587,17,0.011888111888111888,0.3858607663248786,2.8278492485002523e-05,0.00024464572219958517
110,0.24188238814903487,164,0.11468531468531469,0.47571523619427813,0.001613468848604633,0.0014058104294045772
111,0.389082462253194,42,0.02937062937062937,0.44027093596059114,0.00018119966110846864,0.0004824370341500886
112,0.2688253968253968,126,0.08811188811188811,0.4717914879577697,0.0010761733599851965,0.0011449651722274718
113,0.38666666666666666,25,0.017482517482517484,0.3908171631593331,1.8158228611409508e-05,0.0003030649302827213
114,1.0,2,0.0013986013986013986,0.29822732012513037,0.0,0.0001314415444956229
115,0.32258953168044074,121,0.08461538461538462,0.4357099329677026,0.0010014963943448065,0.0011061896910552992
116,0.2807017543859649,76,0.05314685314685315,0.4554140127388535,0.0009703968751821776,0.0008060736095466811
117,0.16792234135033324,204,0.14265734265734265,0.5053003533568905,0.006216060424411987,0.001958213398974901
118,0.19163701067615657,281,0.1965034965034965,0.5209471766848816,0.010956470703556202,0.002598652197488029
119,0.36629213483146067,90,0.06293706293706294,0.44534412955465585,0.00047031666296969577,0.0008001476761749548
120,0.13227513227513227,28,0.019580419580419582,0.43438639125151884,0.00036449876451197125,0.0004240916296153396
121,0.20349979167906673,318,0.22237762237762237,0.5308092056421678,0.006373949444493109,0.002856068455464253
122,0.32318541451668387,153,0.106993006993007,0.4963554321416175,0.0018768489329539979,0.0014799769170330997
123,0.1,5,0.0034965034965034965,0.37641484601210845,7.637758013980172e-06,0.00017079800555507439
124,0.23864683427668817,214,0.14965034965034965,0.49327354260089684,0.002230598824981544,0.00195739572258927
125,0.4989747095010253,77,0.05384615384615385,0.44108574953732266,0.0006440674434393908,0.000769170971512978
126,0.3333333333333333,3,0.002097902097902098,0.3529121421520237,1.5365400654617608e-06,0.00014572210906139515
127,0.35815602836879434,48,0.033566433566433566,0.4199706314243759,0.00023032054082779127,0.0005054543902806824
128,0.6902439024390243,41,0.028671328671328673,0.4363747329874886,5.1819670204852966e-05,0.00042921918256963985
129,0.2249122807017544,76,0.05314685314685315,0.45701502077341005,0.0004366815332813737,0.000764824884458949
130,0.30634278002699056,39,0.02727272727272727,0.4103299856527977,0.00018635420693268636,0.0004820678955930121
131,0.0,1,0.0006993006993006993,0.2983517629876904,0.0,0.00011345566988092626
132,0.0,1,0.0006993006993006993,0.30759303075930305,0.0,0.00011588788267272474
133,0.14696611505122142,189,0.13216783216783218,0.49327354260089684,0.0029020754889201943,0.0017711519990893595
134,0.5127551020408163,49,0.03426573426573427,0.4312424607961399,0.0001321086650072845,0.0005328429843216358
135,0.1,5,0.0034965034965034965,0.37641484601210845,7.637758013980172e-06,0.00017079800555507439
136,0.2660493827160494,81,0.056643356643356645,0.4565772669220945,0.0007843437610285848,0.0008088512894856934
137,0.5454545454545454,11,0.007692307692307693,0.368937048503612,1.5497394466319271e-06,0.00022656257337674802
138,0.40241247959368764,149,0.1041958041958042,0.4857336956521739,0.0012828916555344377,0.0013867624225094122
139,0.03508771929824561,19,0.013286713286713287,0.3782068235916424,0.00010053610931513157,0.0003033637534893739
140,0.39492753623188404,24,0.016783216783216783,0.3817405232247731,1.6253691746691705e-05,0.0002945443491421369
141,0.28036086051353226,132,0.09230769230769231,0.45512412476129854,0.0005786800846300697,0.0011473612988802987
142,0.26017478152309614,90,0.06293706293706294,0.4330708661417323,0.0005977172086303795,0.0008376269253080023
143,0.2647058823529412,69,0.04825174825174825,0.4465958775765147,0.006568826113209714,0.0010648546454922762
144,0.0,1,0.0006993006993006993,0.30264550264550266,0.0,0.000115916582575496
145,0.15318991880206687,436,0.3048951048951049,0.562992125984252,0.028592406360359954,0.004222415863923468
146,0.07088989441930618,52,0.03636363636363636,0.4280155642023346,0.001247210190772484,0.0007794803433148408
147,0.0,4,0.002797202797202797,0.3196244970943228,7.308812599870714e-07,0.00014712448216617704
148,0.2909090909090909,11,0.007692307692307693,0.39766407119021135,3.071743719869895e-06,0.00019608867868051201
149,0.14361702127659576,48,0.033566433566433566,0.42058823529411765,0.000649641539850328,0.0005866690274498703
